Data,Horário,Tensao_Fase_C,Tensao_De_Linha_CA,Corrente_Fase_C,Potencia_Ativa_Fase_C,fator_De_Potencia_Fase_C,Potencia_Reativa_Fase_C,Potencia_Aparente_Fase_C,Frequencia_Fase_C,Intervalos em Hora,C (Wh),C (kWh)
10/08/2025,05:21:00,"222,30","385,03","47,96","8780,49","0,82","6047,56","10661,61","59,89","0,05","5093878,44","5093,88"
10/08/2025,05:24:00,"222,24","384,92","32,22","6322,77","0,88","3361,36","7160,74","60,03","0,05","5094194,58","5094,19"
10/08/2025,05:27:00,"223,64","387,35","40,68","7860,15","0,86","4582,03","9098,18","59,86","0,05","5094587,58","5094,59"
10/08/2025,05:30:00,"221,96","384,45","39,90","7677,63","0,87","4413,79","8855,94","60,19","0,05","5094971,46","5094,97"
10/08/2025,05:33:00,"220,96","382,71","40,26","7657,48","0,86","4527,19","8895,64","60,09","0,05","5095354,34","5095,35"
10/08/2025,05:36:00,"224,67","389,14","40,61","7528,51","0,83","5155,46","9124,54","59,98","0,05","5095730,76","5095,73"
10/08/2025,05:39:00,"223,03","386,31","50,53","9322,35","0,83","6334,45","11270,82","60,06","0,05","5096196,88","5096,20"
10/08/2025,05:42:00,"221,32","383,34","36,09","6680,71","0,84","4377,85","7987,33","60,09","0,05","5096530,92","5096,53"
10/08/2025,05:45:00,"223,34","386,84","43,47","8466,01","0,87","4753,67","9709,31","59,93","0,05","5096954,22","5096,95"
10/08/2025,05:48:00,"222,58","385,51","43,39","7937,76","0,82","5502,02","9658,17","59,99","0,05","5097351,11","5097,35"
10/08/2025,05:51:00,"224,06","388,09","45,49","8834,41","0,87","5083,45","10192,56","60,07","0,05","5097792,83","5097,79"
10/08/2025,05:54:00,"222,87","386,03","47,05","9087,21","0,87","5231,39","10485,46","60,11","0,05","5098247,19","5098,25"
10/08/2025,05:57:00,"222,95","386,16","51,43","9611,28","0,84","6252,53","11466,08","59,96","0,05","5098727,75","5098,73"
10/08/2025,06:00:00,"222,22","384,90","42,75","8138,93","0,86","4898,29","9499,23","60,04","0,05","5099134,70","5099,13"
10/08/2025,06:03:00,"223,98","387,94","35,13","6969,58","0,89","3649,60","7867,31","59,99","0,05","5099483,18","5099,48"
10/08/2025,06:06:00,"221,34","383,37","48,12","9181,56","0,86","5399,06","10651,33","59,90","0,05","5099942,25","5099,94"
10/08/2025,06:09:00,"221,77","384,11","40,05","7434,91","0,84","4857,35","8880,98","59,99","0,05","5100314,00","5100,31"
10/08/2025,06:12:00,"222,43","385,26","51,26","9627,91","0,84","6109,30","11402,64","59,89","0,05","5100795,40","5100,80"
10/08/2025,06:15:00,"223,46","387,04","34,53","6408,60","0,83","4295,99","7715,29","60,15","0,05","5101115,83","5101,12"
10/08/2025,06:18:00,"222,24","384,93","35,14","6713,10","0,86","3991,46","7810,09","59,96","0,05","5101451,48","5101,45"
10/08/2025,06:21:00,"222,97","386,20","40,44","7798,35","0,86","4527,11","9017,15","59,97","0,05","5101841,40","5101,84"
10/08/2025,06:24:00,"222,21","384,88","46,52","8849,24","0,86","5342,48","10336,88","59,96","0,05","5102283,86","5102,28"
10/08/2025,06:27:00,"221,94","384,42","38,33","7192,30","0,85","4542,42","8506,62","59,77","0,05","5102643,48","5102,64"
10/08/2025,06:30:00,"222,72","385,77","41,17","8130,00","0,89","4240,31","9169,35","60,24","0,05","5103049,97","5103,05"
10/08/2025,06:33:00,"223,95","387,90","36,66","7015,46","0,85","4264,87","8210,10","59,95","0,05","5103400,75","5103,40"
10/08/2025,06:36:00,"222,97","386,19","36,19","6704,22","0,83","4491,17","8069,52","59,99","0,05","5103735,96","5103,74"
10/08/2025,06:39:00,"221,24","383,21","48,06","8809,20","0,83","5955,69","10633,55","59,99","0,05","5104176,42","5104,18"
10/08/2025,06:42:00,"222,24","384,93","52,28","9897,99","0,85","6082,46","11617,51","59,84","0,05","5104671,32","5104,67"
10/08/2025,06:45:00,"223,55","387,19","55,34","10568,87","0,85","6427,95","12370,11","60,13","0,05","5105199,76","5105,20"
10/08/2025,06:48:00,"223,54","387,18","49,43","9446,26","0,85","5733,88","11050,30","60,02","0,05","5105672,07","5105,67"
10/08/2025,06:51:00,"221,55","383,73","50,85","9588,69","0,85","5911,74","11264,62","59,89","0,05","5106151,51","5106,15"
10/08/2025,06:54:00,"222,18","384,83","43,86","8136,43","0,83","5364,50","9745,74","59,97","0,05","5106558,33","5106,56"
10/08/2025,06:57:00,"221,76","384,10","41,31","7882,16","0,86","4667,19","9160,31","59,91","0,05","5106952,44","5106,95"
10/08/2025,07:00:00,"223,96","387,91","47,25","9025,91","0,85","5521,68","10580,93","59,81","0,05","5107403,73","5107,40"
10/08/2025,07:03:00,"222,76","385,83","32,22","5985,08","0,83","3962,70","7178,04","60,07","0,05","5107702,99","5107,70"
10/08/2025,07:06:00,"222,61","385,58","52,86","10214,82","0,87","5843,23","11768,00","59,99","0,05","5108213,73","5108,21"
10/08/2025,07:09:00,"222,01","384,54","38,48","7253,21","0,85","4515,32","8543,83","60,29","0,05","5108576,39","5108,58"
10/08/2025,07:12:00,"222,14","384,76","43,84","8511,59","0,87","4731,07","9738,08","60,22","0,05","5109001,97","5109,00"
10/08/2025,07:15:00,"221,83","384,22","47,15","8964,35","0,86","5387,34","10458,63","60,01","0,05","5109450,19","5109,45"
10/08/2025,07:18:00,"222,16","384,79","47,69","8962,93","0,85","5648,95","10594,56","60,02","0,05","5109898,33","5109,90"
10/08/2025,07:21:00,"224,21","388,35","43,83","8485,38","0,86","4955,89","9826,62","60,00","0,05","5110322,60","5110,32"
10/08/2025,07:24:00,"222,02","384,54","51,78","9593,35","0,83","6335,04","11496,30","60,04","0,05","5110802,27","5110,80"
10/08/2025,07:27:00,"221,32","383,35","42,84","7906,06","0,83","5233,94","9481,56","59,98","0,05","5111197,57","5111,20"
10/08/2025,07:30:00,"221,58","383,79","51,64","9915,39","0,87","5710,65","11442,31","60,05","0,05","5111693,34","5111,69"
10/08/2025,07:33:00,"220,82","382,47","43,42","8055,01","0,84","5200,58","9587,98","60,01","0,05","5112096,09","5112,10"
10/08/2025,07:36:00,"222,59","385,54","43,84","8370,30","0,86","5018,33","9759,38","60,15","0,05","5112514,61","5112,51"
10/08/2025,07:39:00,"222,67","385,68","50,84","9706,55","0,86","5825,97","11320,73","60,12","0,05","5112999,94","5113,00"
10/08/2025,07:42:00,"221,19","383,11","46,37","8899,19","0,87","5098,81","10256,38","60,05","0,05","5113444,89","5113,44"
10/08/2025,07:45:00,"221,88","384,31","33,80","6501,92","0,87","3737,20","7499,44","59,86","0,05","5113769,99","5113,77"
10/08/2025,07:48:00,"222,48","385,35","37,61","7065,77","0,84","4482,38","8367,61","60,05","0,05","5114123,28","5114,12"
10/08/2025,07:51:00,"222,29","385,02","42,64","8049,10","0,85","5005,82","9478,73","60,21","0,05","5114525,73","5114,53"
10/08/2025,07:54:00,"223,12","386,45","32,18","6104,34","0,85","3782,16","7181,07","59,80","0,05","5114830,95","5114,83"
10/08/2025,07:57:00,"222,26","384,96","40,00","7318,87","0,82","5045,27","8889,35","60,03","0,05","5115196,89","5115,20"
10/08/2025,08:00:00,"223,88","387,76","97,06","19666,69","0,91","9237,98","21728,30","59,96","0,05","5116180,23","5116,18"
10/08/2025,08:03:00,"220,38","381,71","101,15","19773,23","0,89","10292,93","22291,82","60,01","0,05","5117168,89","5117,17"
10/08/2025,08:06:00,"223,14","386,49","102,72","20281,03","0,88","10677,81","22920,21","60,00","0,05","5118182,94","5118,18"
10/08/2025,08:09:00,"222,96","386,17","72,51","14552,80","0,90","7039,60","16166,01","60,13","0,05","5118910,58","5118,91"
10/08/2025,08:12:00,"223,23","386,64","70,88","13941,31","0,88","7482,85","15822,56","60,08","0,05","5119607,65","5119,61"
10/08/2025,08:15:00,"223,99","387,96","83,56","16962,30","0,91","7912,48","18717,02","60,16","0,05","5120455,76","5120,46"
10/08/2025,08:18:00,"223,94","387,88","93,45","18200,50","0,87","10331,96","20928,64","59,97","0,05","5121365,79","5121,37"
10/08/2025,08:21:00,"221,79","384,14","73,17","14687,20","0,91","6899,28","16226,95","59,85","0,05","5122100,15","5122,10"
10/08/2025,08:24:00,"222,28","384,99","62,78","12906,53","0,92","5304,80","13954,18","59,93","0,05","5122745,48","5122,75"
10/08/2025,08:27:00,"222,95","386,16","95,05","18708,95","0,88","9951,44","21190,94","59,85","0,05","5123680,92","5123,68"
10/08/2025,08:30:00,"224,26","388,43","85,15","17103,84","0,90","8491,32","19095,65","59,94","0,05","5124536,11","5124,54"
10/08/2025,08:33:00,"223,30","386,77","73,06","15137,59","0,93","6081,30","16313,46","60,19","0,05","5125292,99","5125,29"
10/08/2025,08:36:00,"221,61","383,84","103,03","19778,99","0,87","11405,70","22831,96","59,98","0,05","5126281,94","5126,28"
10/08/2025,08:39:00,"222,88","386,04","69,50","13806,35","0,89","7021,62","15489,30","59,89","0,05","5126972,26","5126,97"
10/08/2025,08:42:00,"222,83","385,96","59,05","12134,18","0,92","5089,40","13158,28","59,91","0,05","5127578,97","5127,58"
10/08/2025,08:45:00,"222,82","385,94","79,36","15705,23","0,89","8126,04","17682,95","60,04","0,05","5128364,23","5128,36"
10/08/2025,08:48:00,"222,01","384,53","84,14","16999,42","0,91","7740,95","18678,93","59,96","0,05","5129214,20","5129,21"
10/08/2025,08:51:00,"223,26","386,70","104,74","21242,06","0,91","9776,04","23383,67","60,05","0,05","5130276,31","5130,28"
10/08/2025,08:54:00,"222,10","384,69","68,10","13398,05","0,89","7017,74","15124,70","59,95","0,05","5130946,21","5130,95"
10/08/2025,08:57:00,"221,88","384,30","69,70","14229,24","0,92","6055,62","15464,22","60,07","0,05","5131657,67","5131,66"
10/08/2025,09:00:00,"222,46","385,30","72,47","14203,56","0,88","7625,04","16120,87","59,97","0,05","5132367,85","5132,37"
10/08/2025,09:03:00,"224,20","388,32","75,27","15256,32","0,90","7214,62","16876,20","60,14","0,05","5133130,66","5133,13"
10/08/2025,09:06:00,"220,84","382,50","70,48","14291,08","0,92","6168,62","15565,56","59,90","0,05","5133845,22","5133,85"
10/08/2025,09:09:00,"222,74","385,80","83,22","16750,16","0,90","7941,50","18537,40","60,10","0,05","5134682,73","5134,68"
10/08/2025,09:12:00,"222,37","385,16","78,42","15755,89","0,90","7472,23","17437,96","59,92","0,05","5135470,52","5135,47"
10/08/2025,09:15:00,"222,56","385,48","68,82","13845,16","0,90","6551,40","15316,96","59,86","0,05","5136162,78","5136,16"
10/08/2025,09:18:00,"223,34","386,83","79,88","15868,71","0,89","8153,42","17840,80","59,99","0,05","5136956,21","5136,96"
10/08/2025,09:21:00,"222,55","385,47","83,04","16413,15","0,89","8496,05","18481,73","59,97","0,05","5137776,87","5137,78"
10/08/2025,09:24:00,"222,54","385,45","92,05","18535,63","0,90","8719,64","20484,18","60,07","0,05","5138703,65","5138,70"
10/08/2025,09:27:00,"221,00","382,79","88,53","17349,95","0,89","9043,14","19565,25","60,05","0,05","5139571,15","5139,57"
10/08/2025,09:30:00,"222,44","385,29","91,98","18481,76","0,90","8775,90","20459,51","59,81","0,05","5140495,24","5140,50"
10/08/2025,09:33:00,"221,46","383,58","88,59","18002,47","0,92","7797,25","19618,51","60,09","0,05","5141395,36","5141,40"
10/08/2025,09:36:00,"222,83","385,96","72,12","14534,80","0,90","6856,74","16070,95","59,80","0,05","5142122,10","5142,12"
10/08/2025,09:39:00,"222,16","384,79","97,69","19617,36","0,90","9284,01","21703,30","59,91","0,05","5143102,97","5143,10"
10/08/2025,09:42:00,"222,57","385,49","86,99","17962,35","0,93","7223,51","19360,40","60,02","0,05","5144001,09","5144,00"
10/08/2025,09:45:00,"222,79","385,89","84,88","16970,66","0,90","8343,65","18910,83","59,89","0,05","5144849,62","5144,85"
10/08/2025,09:48:00,"222,06","384,62","73,63","14370,52","0,88","7797,84","16349,86","59,93","0,05","5145568,15","5145,57"
10/08/2025,09:51:00,"221,94","384,41","91,23","18530,15","0,92","8157,73","20246,36","60,01","0,05","5146494,65","5146,49"
10/08/2025,09:54:00,"220,81","382,45","84,87","16415,17","0,88","9039,08","18739,34","60,02","0,05","5147315,41","5147,32"
10/08/2025,09:57:00,"223,74","387,53","71,77","13996,15","0,87","7870,15","16057,13","60,09","0,05","5148015,22","5148,02"
10/08/2025,10:00:00,"223,74","387,52","91,99","18411,26","0,89","9197,51","20580,78","60,04","0,05","5148935,78","5148,94"
10/08/2025,10:03:00,"223,11","386,44","87,32","17789,22","0,91","7943,96","19482,37","59,95","0,05","5149825,24","5149,83"
10/08/2025,10:06:00,"222,47","385,32","101,45","19964,60","0,88","10526,08","22569,53","59,89","0,05","5150823,47","5150,82"
10/08/2025,10:09:00,"222,57","385,50","101,12","19489,67","0,87","11255,52","22506,31","60,14","0,05","5151797,96","5151,80"
10/08/2025,10:12:00,"221,19","383,11","82,47","16648,92","0,91","7452,82","18240,92","59,83","0,05","5152630,40","5152,63"
10/08/2025,10:15:00,"222,57","385,50","78,64","15977,66","0,91","7145,15","17502,54","59,98","0,05","5153429,29","5153,43"
10/08/2025,10:18:00,"221,07","382,91","83,43","16452,51","0,89","8338,31","18444,85","60,02","0,05","5154251,91","5154,25"
10/08/2025,10:21:00,"222,86","386,01","82,44","16619,90","0,90","7833,02","18373,28","59,91","0,05","5155082,91","5155,08"
10/08/2025,10:24:00,"223,08","386,39","62,63","12734,42","0,91","5749,91","13972,37","60,15","0,05","5155719,63","5155,72"
10/08/2025,10:27:00,"223,10","386,42","88,86","17430,34","0,88","9442,93","19823,87","60,00","0,05","5156591,15","5156,59"
10/08/2025,10:30:00,"223,18","386,56","103,71","21223,33","0,92","9234,63","23145,37","60,05","0,05","5157652,31","5157,65"
10/08/2025,10:33:00,"223,41","386,96","89,40","17622,60","0,88","9397,90","19971,90","60,09","0,05","5158533,44","5158,53"
10/08/2025,10:36:00,"223,75","387,55","84,88","16966,73","0,89","8534,11","18992,13","60,04","0,05","5159381,78","5159,38"
10/08/2025,10:39:00,"221,31","383,31","97,35","19573,00","0,91","9000,69","21543,33","59,94","0,05","5160360,43","5160,36"
10/08/2025,10:42:00,"219,49","380,17","104,17","20231,48","0,88","10651,26","22864,00","59,71","0,05","5161372,00","5161,37"
10/08/2025,10:45:00,"223,65","387,37","65,77","12916,39","0,88","7039,81","14710,27","59,95","0,05","5162017,82","5162,02"
10/08/2025,10:48:00,"223,45","387,03","67,58","13410,44","0,89","6940,34","15099,94","60,07","0,05","5162688,34","5162,69"
10/08/2025,10:51:00,"224,42","388,71","102,13","20626,07","0,90","9996,99","22921,05","59,94","0,05","5163719,65","5163,72"
10/08/2025,10:54:00,"223,02","386,28","70,12","14046,32","0,90","6874,32","15638,27","60,07","0,05","5164421,96","5164,42"
10/08/2025,10:57:00,"221,95","384,43","79,75","16207,14","0,92","7113,72","17699,61","60,04","0,05","5165232,32","5165,23"
10/08/2025,11:00:00,"222,59","385,53","78,16","15117,04","0,87","8613,08","17398,56","60,02","0,05","5165988,17","5165,99"
10/08/2025,11:03:00,"221,75","384,08","89,84","17554,17","0,88","9422,13","19922,99","59,79","0,05","5166865,88","5166,87"
10/08/2025,11:06:00,"220,90","382,61","87,47","17889,42","0,93","7304,06","19323,06","59,89","0,05","5167760,35","5167,76"
10/08/2025,11:09:00,"224,91","389,56","95,01","19165,10","0,90","9452,91","21369,57","59,96","0,05","5168718,61","5168,72"
10/08/2025,11:12:00,"221,05","382,88","85,48","16804,69","0,89","8640,65","18895,99","60,06","0,05","5169558,84","5169,56"
10/08/2025,11:15:00,"222,94","386,15","77,59","15309,80","0,89","8053,83","17298,96","60,16","0,05","5170324,33","5170,32"
10/08/2025,11:18:00,"222,60","385,55","76,62","15700,46","0,92","6661,99","17055,40","59,92","0,05","5171109,35","5171,11"
10/08/2025,11:21:00,"222,04","384,58","74,91","15352,10","0,92","6397,45","16631,72","59,98","0,05","5171876,96","5171,88"
10/08/2025,11:24:00,"221,63","383,88","88,47","17562,86","0,90","8718,72","19607,91","59,98","0,05","5172755,10","5172,76"
10/08/2025,11:27:00,"222,73","385,78","65,21","13186,19","0,91","6090,91","14524,98","59,81","0,05","5173414,41","5173,41"
10/08/2025,11:30:00,"220,94","382,68","65,91","13376,59","0,92","5758,46","14563,42","59,95","0,05","5174083,24","5174,08"
10/08/2025,11:33:00,"222,52","385,42","84,28","17072,81","0,91","7763,15","18754,93","60,04","0,05","5174936,88","5174,94"
10/08/2025,11:36:00,"222,56","385,49","70,25","13728,87","0,88","7483,32","15635,92","60,10","0,05","5175623,33","5175,62"
10/08/2025,11:39:00,"222,61","385,57","65,92","13368,99","0,91","6052,01","14675,03","59,88","0,05","5176291,78","5176,29"
10/08/2025,11:42:00,"222,87","386,02","102,30","20221,41","0,89","10530,16","22798,90","60,02","0,05","5177302,85","5177,30"
10/08/2025,11:45:00,"223,64","387,36","90,61","17937,37","0,89","9430,31","20265,25","59,72","0,05","5178199,71","5178,20"
10/08/2025,11:48:00,"220,46","381,85","92,75","17903,56","0,88","9876,74","20447,19","59,93","0,05","5179094,89","5179,09"
10/08/2025,11:51:00,"221,96","384,45","68,75","13974,28","0,92","6131,51","15260,27","59,87","0,05","5179793,61","5179,79"
10/08/2025,11:54:00,"223,10","386,42","83,01","16488,81","0,89","8432,62","18519,98","59,88","0,05","5180618,05","5180,62"
10/08/2025,11:57:00,"221,74","384,06","80,50","15842,74","0,89","8223,77","17850,00","60,05","0,05","5181410,18","5181,41"
10/08/2025,12:00:00,"221,49","383,63","66,96","13512,70","0,91","6113,97","14831,52","60,09","0,05","5182085,82","5182,09"
10/08/2025,12:03:00,"222,62","385,59","105,77","20853,81","0,89","10932,62","23545,77","59,86","0,05","5183128,51","5183,13"
10/08/2025,12:06:00,"222,68","385,70","79,50","16391,45","0,93","6689,97","17704,11","59,87","0,05","5183948,08","5183,95"
10/08/2025,12:09:00,"223,04","386,31","89,05","17535,13","0,88","9327,47","19861,59","59,98","0,05","5184824,84","5184,82"
10/08/2025,12:12:00,"222,20","384,86","77,51","15372,86","0,89","7764,34","17222,36","60,06","0,05","5185593,48","5185,59"
10/08/2025,12:15:00,"222,45","385,29","63,38","12736,26","0,90","6045,25","14098,13","60,02","0,05","5186230,29","5186,23"
10/08/2025,12:18:00,"221,70","384,00","72,39","14518,10","0,90","6839,93","16048,68","59,99","0,05","5186956,20","5186,96"
10/08/2025,12:21:00,"222,90","386,08","82,04","16112,79","0,88","8646,53","18286,18","60,14","0,05","5187761,84","5187,76"
10/08/2025,12:24:00,"223,86","387,74","95,08","18539,27","0,87","10455,67","21284,40","59,96","0,05","5188688,80","5188,69"
10/08/2025,12:27:00,"224,34","388,57","94,97","19897,32","0,93","7616,40","21305,24","59,94","0,05","5189683,67","5189,68"
10/08/2025,12:30:00,"222,46","385,30","69,54","13866,87","0,90","6856,90","15469,56","60,03","0,05","5190377,01","5190,38"
10/08/2025,12:33:00,"223,19","386,58","63,47","12623,59","0,89","6429,43","14166,60","60,00","0,05","5191008,19","5191,01"
10/08/2025,12:36:00,"223,24","386,65","83,46","16606,50","0,89","8447,37","18631,53","59,79","0,05","5191838,52","5191,84"
10/08/2025,12:39:00,"223,38","386,91","80,31","16523,43","0,92","6987,00","17939,96","59,95","0,05","5192664,69","5192,66"
10/08/2025,12:42:00,"222,63","385,61","68,29","13662,73","0,90","6669,88","15203,86","60,00","0,05","5193347,83","5193,35"
10/08/2025,12:45:00,"220,41","381,77","89,43","17814,29","0,90","8440,44","19712,68","60,11","0,05","5194238,54","5194,24"
10/08/2025,12:48:00,"220,16","381,33","82,68","16329,57","0,90","8042,40","18202,61","60,18","0,05","5195055,02","5195,06"
10/08/2025,12:51:00,"221,26","383,24","73,50","14624,33","0,90","7113,63","16262,68","59,89","0,05","5195786,23","5195,79"
10/08/2025,12:54:00,"223,53","387,17","64,47","13086,69","0,91","6033,34","14410,50","59,91","0,05","5196440,57","5196,44"
10/08/2025,12:57:00,"222,83","385,95","82,02","16523,16","0,90","7808,75","18275,44","59,83","0,05","5197266,73","5197,27"
10/08/2025,13:00:00,"224,09","388,13","80,61","16404,21","0,91","7560,82","18062,78","59,87","0,05","5198086,94","5198,09"
10/08/2025,13:03:00,"222,71","385,74","71,93","14271,42","0,89","7277,07","16019,65","59,95","0,05","5198800,51","5198,80"
10/08/2025,13:06:00,"223,05","386,33","82,34","16533,93","0,90","7995,21","18365,58","59,92","0,05","5199627,20","5199,63"
10/08/2025,13:09:00,"222,30","385,04","80,41","16116,54","0,90","7730,14","17874,50","60,13","0,05","5200433,03","5200,43"
10/08/2025,13:12:00,"224,19","388,31","72,65","14863,74","0,91","6659,02","16287,21","60,01","0,05","5201176,22","5201,18"
10/08/2025,13:15:00,"222,01","384,53","73,42","14754,03","0,91","6929,18","16300,15","60,01","0,05","5201913,92","5201,91"
10/08/2025,13:18:00,"222,25","384,94","89,56","17731,77","0,89","9044,45","19905,22","60,08","0,05","5202800,51","5202,80"
10/08/2025,13:21:00,"222,14","384,76","82,88","16685,68","0,91","7784,50","18412,23","59,87","0,05","5203634,79","5203,63"
10/08/2025,13:24:00,"221,26","383,23","95,34","18479,98","0,88","10171,45","21094,27","60,24","0,05","5204558,79","5204,56"
10/08/2025,13:27:00,"222,09","384,67","69,78","13529,37","0,87","7556,15","15496,43","59,76","0,05","5205235,26","5205,24"
10/08/2025,13:30:00,"221,63","383,88","87,93","17755,44","0,91","8033,04","19488,09","59,99","0,05","5206123,03","5206,12"
10/08/2025,13:33:00,"221,85","384,26","71,85","14045,98","0,88","7536,46","15940,13","59,89","0,05","5206825,33","5206,83"
10/08/2025,13:36:00,"222,78","385,87","75,73","14889,82","0,88","7931,99","16870,78","60,00","0,05","5207569,82","5207,57"
10/08/2025,13:39:00,"221,73","384,05","73,75","14403,37","0,88","7741,56","16352,02","59,98","0,05","5208289,99","5208,29"
10/08/2025,13:42:00,"223,87","387,75","73,70","15057,21","0,91","6746,59","16499,57","60,01","0,05","5209042,85","5209,04"
10/08/2025,13:45:00,"223,41","386,96","73,07","14211,90","0,87","8031,74","16324,43","60,01","0,05","5209753,45","5209,75"
10/08/2025,13:48:00,"223,15","386,50","72,52","14773,22","0,91","6605,82","16182,86","59,83","0,05","5210492,11","5210,49"
10/08/2025,13:51:00,"221,31","383,32","63,39","12487,64","0,89","6392,02","14028,51","60,17","0,05","5211116,49","5211,12"
10/08/2025,13:54:00,"222,11","384,71","79,53","15980,58","0,90","7525,20","17663,73","60,12","0,05","5211915,52","5211,92"
10/08/2025,13:57:00,"222,17","384,81","80,94","16717,60","0,93","6624,64","17982,32","59,87","0,05","5212751,40","5212,75"
10/08/2025,14:00:00,"221,15","383,04","104,62","20884,25","0,90","9956,29","23136,11","60,10","0,05","5213795,61","5213,80"
10/08/2025,14:03:00,"223,24","386,66","100,20","19908,72","0,89","10195,32","22367,42","59,97","0,05","5214791,05","5214,79"
10/08/2025,14:06:00,"222,33","385,09","93,07","18191,85","0,88","9861,79","20692,95","60,04","0,05","5215700,64","5215,70"
10/08/2025,14:09:00,"223,48","387,07","78,61","15846,01","0,90","7585,82","17568,17","60,03","0,05","5216492,94","5216,49"
10/08/2025,14:12:00,"223,96","387,91","90,97","18055,88","0,89","9436,69","20373,17","60,11","0,05","5217395,73","5217,40"
10/08/2025,14:15:00,"222,18","384,83","65,03","13159,21","0,91","5967,73","14449,17","60,06","0,05","5218053,69","5218,05"
10/08/2025,14:18:00,"222,94","386,15","89,96","17705,59","0,88","9421,29","20056,14","59,92","0,05","5218938,97","5218,94"
10/08/2025,14:21:00,"223,29","386,75","82,94","16272,47","0,88","8841,21","18519,19","60,15","0,05","5219752,60","5219,75"
10/08/2025,14:24:00,"223,95","387,90","78,72","15728,36","0,89","7965,08","17630,20","60,08","0,05","5220539,02","5220,54"
10/08/2025,14:27:00,"223,22","386,63","72,70","14920,19","0,92","6383,15","16228,26","59,97","0,05","5221285,02","5221,29"
10/08/2025,14:30:00,"222,67","385,67","100,59","19724,84","0,88","10610,91","22397,78","59,78","0,05","5222271,27","5222,27"
10/08/2025,14:33:00,"221,95","384,44","87,20","17635,89","0,91","7972,48","19354,20","60,09","0,05","5223153,06","5223,15"
10/08/2025,14:36:00,"222,13","384,74","78,30","16110,85","0,93","6556,13","17393,75","60,03","0,05","5223958,60","5223,96"
10/08/2025,14:39:00,"220,95","382,69","101,40","20953,85","0,94","7931,53","22404,75","60,08","0,05","5225006,30","5225,01"
10/08/2025,14:42:00,"221,34","383,37","79,79","16198,40","0,92","7034,59","17659,94","59,98","0,05","5225816,22","5225,82"
10/08/2025,14:45:00,"222,29","385,02","75,06","14822,34","0,89","7662,17","16685,64","59,83","0,05","5226557,33","5226,56"
10/08/2025,14:48:00,"222,70","385,74","90,27","18007,12","0,90","8938,78","20103,69","60,10","0,05","5227457,69","5227,46"
10/08/2025,14:51:00,"222,20","384,87","83,99","16956,78","0,91","7796,51","18663,27","60,06","0,05","5228305,53","5228,31"
10/08/2025,14:54:00,"223,88","387,78","78,12","15731,85","0,90","7640,90","17489,27","59,81","0,05","5229092,12","5229,09"
10/08/2025,14:57:00,"222,87","386,03","82,74","17034,40","0,92","7064,11","18441,06","59,90","0,05","5229943,84","5229,94"
10/08/2025,15:00:00,"222,31","385,05","85,87","16927,93","0,89","8826,35","19090,81","60,05","0,05","5230790,24","5230,79"
10/08/2025,15:03:00,"222,35","385,11","71,53","13876,43","0,87","7771,00","15904,21","60,01","0,05","5231484,06","5231,48"
10/08/2025,15:06:00,"224,00","387,99","76,85","15559,79","0,90","7365,02","17214,84","60,00","0,05","5232262,05","5232,26"
10/08/2025,15:09:00,"223,19","386,58","75,41","15135,53","0,90","7363,60","16831,72","59,99","0,05","5233018,83","5233,02"
10/08/2025,15:12:00,"220,96","382,71","97,22","19802,92","0,92","8324,08","21481,30","59,88","0,05","5234008,97","5234,01"
10/08/2025,15:15:00,"222,59","385,54","86,89","17807,45","0,92","7548,32","19341,21","60,29","0,05","5234899,34","5234,90"
10/08/2025,15:18:00,"222,06","384,63","99,66","19927,21","0,90","9625,70","22130,25","59,93","0,05","5235895,70","5235,90"
10/08/2025,15:21:00,"223,45","387,02","81,21","16169,41","0,89","8237,33","18146,72","59,96","0,05","5236704,17","5236,70"
10/08/2025,15:24:00,"222,02","384,54","89,58","18088,88","0,91","8265,18","19887,70","59,92","0,05","5237608,62","5237,61"
10/08/2025,15:27:00,"221,85","384,26","68,22","13536,68","0,89","6766,90","15133,83","59,95","0,05","5238285,45","5238,29"
10/08/2025,15:30:00,"223,93","387,85","100,30","20801,17","0,93","8469,27","22459,24","59,93","0,05","5239325,51","5239,33"
10/08/2025,15:33:00,"222,83","385,96","85,12","16798,83","0,89","8806,53","18967,22","59,91","0,05","5240165,45","5240,17"
10/08/2025,15:36:00,"222,18","384,82","63,30","12954,28","0,92","5474,45","14063,53","59,96","0,05","5240813,17","5240,81"
10/08/2025,15:39:00,"221,68","383,96","79,59","15749,85","0,89","7949,74","17642,45","59,96","0,05","5241600,66","5241,60"
10/08/2025,15:42:00,"222,78","385,86","77,10","15897,75","0,93","6501,23","17175,70","60,08","0,05","5242395,55","5242,40"
10/08/2025,15:45:00,"223,54","387,18","94,31","19466,54","0,92","8093,92","21082,17","60,22","0,05","5243368,87","5243,37"
10/08/2025,15:48:00,"222,44","385,29","74,14","14468,90","0,88","7915,72","16492,66","60,15","0,05","5244092,32","5244,09"
10/08/2025,15:51:00,"222,69","385,71","69,84","14172,12","0,91","6407,92","15553,47","59,89","0,05","5244800,92","5244,80"
10/08/2025,15:54:00,"223,53","387,17","68,80","14104,78","0,92","6131,95","15380,04","60,12","0,05","5245506,16","5245,51"
10/08/2025,15:57:00,"223,44","387,01","80,06","16272,41","0,91","7431,46","17889,04","60,08","0,05","5246319,78","5246,32"
