Data,Horário,Tensao_Fase_C,Tensao_De_Linha_CA,Corrente_Fase_C,Potencia_Ativa_Fase_C,fator_De_Potencia_Fase_C,Potencia_Reativa_Fase_C,Potencia_Aparente_Fase_C,Frequencia_Fase_C,Intervalos em Hora,C (Wh),C (kWh)
31/05/2025,05:57:00,"223,00","386,24","52,03","10483,73","0,90","4970,37","11602,29","60,04","0,05","13569947,28","13569,95"
31/05/2025,06:00:00,"222,80","385,90","76,80","14959,44","0,87","8304,96","17110,15","59,82","0,05","13570695,25","13570,70"
31/05/2025,06:03:00,"223,33","386,83","66,27","12470,50","0,84","7969,07","14799,30","59,97","0,05","13571318,77","13571,32"
31/05/2025,06:06:00,"222,24","384,93","67,26","12220,79","0,82","8608,53","14948,40","59,93","0,05","13571929,81","13571,93"
31/05/2025,06:09:00,"223,53","387,16","63,01","12203,35","0,87","7032,86","14084,84","60,12","0,05","13572539,98","13572,54"
31/05/2025,06:12:00,"223,06","386,35","78,33","14312,25","0,82","10022,59","17472,63","60,00","0,05","13573255,59","13573,26"
31/05/2025,06:15:00,"222,11","384,70","86,11","15427,32","0,81","11303,41","19125,09","59,97","0,05","13574026,96","13574,03"
31/05/2025,06:18:00,"224,09","388,13","54,69","10469,04","0,85","6369,81","12254,60","60,03","0,05","13574550,41","13574,55"
31/05/2025,06:21:00,"222,87","386,03","77,01","14157,42","0,82","9702,96","17163,33","60,07","0,05","13575258,28","13575,26"
31/05/2025,06:24:00,"223,26","386,70","58,08","10522,57","0,81","7578,38","12967,51","60,08","0,05","13575784,41","13575,78"
31/05/2025,06:27:00,"221,96","384,45","80,90","14774,82","0,82","10206,54","17957,41","60,20","0,05","13576523,15","13576,52"
31/05/2025,06:30:00,"223,62","387,32","74,31","14063,17","0,85","8850,26","16616,25","59,97","0,05","13577226,31","13577,23"
31/05/2025,06:33:00,"221,30","383,31","65,43","12001,17","0,83","8101,90","14479,95","59,89","0,05","13577826,37","13577,83"
31/05/2025,06:36:00,"222,29","385,02","68,99","13408,84","0,87","7443,76","15336,45","60,02","0,05","13578496,81","13578,50"
31/05/2025,06:39:00,"221,85","384,26","78,27","14303,35","0,82","9845,05","17364,07","60,29","0,05","13579211,98","13579,21"
31/05/2025,06:42:00,"221,88","384,31","59,98","10839,27","0,81","7721,96","13308,58","60,08","0,05","13579753,94","13579,75"
31/05/2025,06:45:00,"223,31","386,79","73,76","14178,61","0,86","8382,87","16471,36","60,18","0,05","13580462,87","13580,46"
31/05/2025,06:48:00,"224,17","388,28","54,37","10885,16","0,89","5485,23","12189,11","59,88","0,05","13581007,13","13581,01"
31/05/2025,06:51:00,"223,09","386,40","61,92","11417,86","0,83","7773,90","13813,08","60,08","0,05","13581578,02","13581,58"
31/05/2025,06:54:00,"222,46","385,31","58,89","11823,86","0,90","5643,51","13101,63","60,09","0,05","13582169,21","13582,17"
31/05/2025,06:57:00,"222,13","384,74","66,90","11925,70","0,80","8866,15","14860,38","60,20","0,05","13582765,50","13582,77"
31/05/2025,07:00:00,"221,66","383,93","57,83","10657,89","0,83","7123,70","12819,42","60,09","0,05","13583298,39","13583,30"
31/05/2025,07:03:00,"222,65","385,64","55,11","10444,38","0,85","6442,07","12271,33","59,93","0,05","13583820,61","13583,82"
31/05/2025,07:06:00,"221,03","382,84","74,53","13222,38","0,80","9824,23","16472,61","60,18","0,05","13584481,73","13584,48"
31/05/2025,07:09:00,"223,21","386,61","58,86","10985,37","0,84","7206,19","13138,02","60,00","0,05","13585031,00","13585,03"
31/05/2025,07:12:00,"222,79","385,88","82,14","14807,18","0,81","10753,19","18299,82","60,03","0,05","13585771,36","13585,77"
31/05/2025,07:15:00,"221,46","383,58","65,64","12713,04","0,87","7047,81","14535,93","59,89","0,05","13586407,01","13586,41"
31/05/2025,07:18:00,"222,10","384,68","71,22","12654,56","0,80","9490,85","15818,16","60,02","0,05","13587039,74","13587,04"
31/05/2025,07:21:00,"222,77","385,85","53,66","10820,74","0,91","5079,33","11953,57","60,02","0,05","13587580,78","13587,58"
31/05/2025,07:24:00,"222,71","385,74","60,48","12183,40","0,90","5743,20","13469,21","60,12","0,05","13588189,95","13588,19"
31/05/2025,07:27:00,"221,98","384,48","59,75","11465,26","0,86","6666,51","13262,52","60,16","0,05","13588763,21","13588,76"
31/05/2025,07:30:00,"220,22","381,43","58,10","11202,38","0,88","6182,09","12794,98","59,95","0,05","13589323,33","13589,32"
31/05/2025,07:33:00,"223,83","387,68","58,43","11689,60","0,89","5862,74","13077,40","60,04","0,05","13589907,81","13589,91"
31/05/2025,07:36:00,"222,33","385,09","66,76","11874,75","0,80","8906,06","14843,44","59,99","0,05","13590501,55","13590,50"
31/05/2025,07:39:00,"223,68","387,43","75,82","14366,22","0,85","9011,80","16958,80","59,92","0,05","13591219,86","13591,22"
31/05/2025,07:42:00,"223,43","387,00","59,63","11481,44","0,86","6760,83","13324,12","60,00","0,05","13591793,93","13591,79"
31/05/2025,07:45:00,"224,76","389,30","77,41","14943,08","0,86","8912,66","17399,17","60,00","0,05","13592541,08","13592,54"
31/05/2025,07:48:00,"222,86","386,00","62,47","11250,62","0,81","8201,64","13922,76","59,96","0,05","13593103,61","13593,10"
31/05/2025,07:51:00,"222,50","385,38","58,02","11007,45","0,85","6744,05","12909,15","60,01","0,05","13593653,99","13593,65"
31/05/2025,07:54:00,"223,01","386,26","69,06","13592,21","0,88","7242,86","15401,53","60,12","0,05","13594333,60","13594,33"
31/05/2025,07:57:00,"221,02","382,81","62,15","11130,94","0,81","8047,53","13735,37","60,19","0,05","13594890,14","13594,89"
31/05/2025,08:00:00,"221,23","383,18","149,99","31153,40","0,94","11422,53","33181,44","60,01","0,05","13596447,81","13596,45"
31/05/2025,08:03:00,"223,07","386,38","126,69","26029,24","0,92","11008,81","28261,55","59,96","0,05","13597749,28","13597,75"
31/05/2025,08:06:00,"223,86","387,74","99,27","20622,16","0,93","8278,80","22221,88","59,98","0,05","13598780,38","13598,78"
31/05/2025,08:09:00,"223,07","386,37","106,15","22088,36","0,93","8533,54","23679,46","59,88","0,05","13599884,80","13599,88"
31/05/2025,08:12:00,"221,41","383,50","114,93","23507,53","0,92","9745,88","25447,72","60,05","0,05","13601060,18","13601,06"
31/05/2025,08:15:00,"222,45","385,30","137,08","25774,27","0,85","16297,50","30494,61","60,11","0,05","13602348,89","13602,35"
31/05/2025,08:18:00,"222,36","385,14","127,22","26823,02","0,95","8988,36","28288,96","60,08","0,05","13603690,04","13603,69"
31/05/2025,08:21:00,"222,51","385,39","144,42","29627,32","0,92","12444,69","32134,85","59,97","0,05","13605171,41","13605,17"
31/05/2025,08:24:00,"224,00","387,98","145,51","30148,29","0,92","12389,49","32594,76","59,97","0,05","13606678,82","13606,68"
31/05/2025,08:27:00,"222,05","384,60","138,76","26892,41","0,87","15037,91","30811,37","59,95","0,05","13608023,44","13608,02"
31/05/2025,08:30:00,"221,41","383,49","116,61","23218,21","0,90","11293,03","25818,95","59,89","0,05","13609184,35","13609,18"
31/05/2025,08:33:00,"223,48","387,08","139,38","28639,95","0,92","12246,65","31148,47","59,95","0,05","13610616,35","13610,62"
31/05/2025,08:36:00,"223,95","387,89","118,92","23544,62","0,88","12447,08","26632,29","60,19","0,05","13611793,58","13611,79"
31/05/2025,08:39:00,"223,27","386,71","124,11","23905,20","0,86","14012,72","27709,48","60,04","0,05","13612988,84","13612,99"
31/05/2025,08:42:00,"221,14","383,03","127,79","24989,03","0,88","13197,96","28260,18","59,92","0,05","13614238,29","13614,24"
31/05/2025,08:45:00,"221,61","383,84","124,23","23970,04","0,87","13540,55","27530,15","59,94","0,05","13615436,80","13615,44"
31/05/2025,08:48:00,"221,54","383,72","116,65","24852,12","0,96","7090,56","25843,84","59,93","0,05","13616679,40","13616,68"
31/05/2025,08:51:00,"224,34","388,56","109,44","22434,15","0,91","9972,02","24550,60","59,95","0,05","13617801,11","13617,80"
31/05/2025,08:54:00,"223,34","386,84","141,97","27246,53","0,86","16219,64","31708,84","59,96","0,05","13619163,44","13619,16"
31/05/2025,08:57:00,"223,33","386,82","124,17","25089,36","0,90","11810,43","27730,17","59,97","0,05","13620417,90","13620,42"
31/05/2025,09:00:00,"222,63","385,60","140,45","28548,05","0,91","12753,11","31267,13","60,07","0,05","13621845,31","13621,85"
31/05/2025,09:03:00,"222,97","386,20","123,25","25922,53","0,94","9125,64","27481,90","59,85","0,05","13623141,43","13623,14"
31/05/2025,09:06:00,"222,00","384,51","107,95","21639,59","0,90","10298,72","23965,29","60,13","0,05","13624223,41","13624,22"
31/05/2025,09:09:00,"221,64","383,90","121,43","24578,70","0,91","10966,43","26914,22","60,03","0,05","13625452,35","13625,45"
31/05/2025,09:12:00,"222,03","384,58","113,46","22604,64","0,90","11121,19","25192,27","59,98","0,05","13626582,58","13626,58"
31/05/2025,09:15:00,"223,61","387,31","140,38","26912,39","0,86","16160,06","31391,47","60,15","0,05","13627928,20","13627,93"
31/05/2025,09:18:00,"223,55","387,21","122,76","24612,24","0,90","12139,80","27443,34","59,85","0,05","13629158,81","13629,16"
31/05/2025,09:21:00,"223,04","386,32","108,41","21896,20","0,91","10258,82","24180,30","60,11","0,05","13630253,62","13630,25"
31/05/2025,09:24:00,"221,91","384,35","129,83","27115,54","0,94","9733,87","28809,74","60,10","0,05","13631609,40","13631,61"
31/05/2025,09:27:00,"220,52","381,95","144,54","29343,82","0,92","12443,35","31873,14","59,78","0,05","13633076,59","13633,08"
31/05/2025,09:30:00,"222,83","385,96","143,22","27618,33","0,87","15992,13","31914,27","59,96","0,05","13634457,51","13634,46"
31/05/2025,09:33:00,"222,25","384,94","112,74","21964,34","0,88","12057,91","25056,45","60,00","0,05","13635555,72","13635,56"
31/05/2025,09:36:00,"222,02","384,54","152,97","29306,89","0,86","17163,05","33962,69","60,10","0,05","13637021,07","13637,02"
31/05/2025,09:39:00,"222,94","386,14","149,36","29947,41","0,90","14559,86","33299,20","59,93","0,05","13638518,44","13638,52"
31/05/2025,09:42:00,"224,69","389,17","107,52","21794,86","0,90","10422,68","24158,81","59,81","0,05","13639608,18","13639,61"
31/05/2025,09:45:00,"221,86","384,27","152,37","28996,45","0,86","17377,17","33804,73","60,03","0,05","13641058,00","13641,06"
31/05/2025,09:48:00,"220,82","382,47","133,80","26810,29","0,91","12417,59","29546,38","59,94","0,05","13642398,52","13642,40"
31/05/2025,09:51:00,"221,76","384,09","134,03","27457,50","0,92","11377,04","29721,23","60,05","0,05","13643771,39","13643,77"
31/05/2025,09:54:00,"221,72","384,04","113,69","22392,44","0,89","11575,25","25207,30","59,94","0,05","13644891,02","13644,89"
31/05/2025,09:57:00,"221,17","383,07","106,47","21053,69","0,89","10547,38","23547,93","60,00","0,05","13645943,70","13645,94"
31/05/2025,10:00:00,"222,26","384,97","128,36","24479,66","0,86","14650,38","28528,71","59,89","0,05","13647167,68","13647,17"
31/05/2025,10:03:00,"221,16","383,06","151,61","29516,21","0,88","15908,79","33530,52","60,04","0,05","13648643,49","13648,64"
31/05/2025,10:06:00,"221,66","383,92","150,79","29433,60","0,88","15836,97","33423,74","60,22","0,05","13650115,17","13650,12"
31/05/2025,10:09:00,"221,66","383,92","94,71","19419,68","0,93","7975,06","20993,47","60,00","0,05","13651086,16","13651,09"
31/05/2025,10:12:00,"222,77","385,85","103,02","20442,96","0,89","10428,64","22949,32","60,00","0,05","13652108,31","13652,11"
31/05/2025,10:15:00,"221,59","383,81","105,22","20062,13","0,86","11882,12","23316,81","59,95","0,05","13653111,41","13653,11"
31/05/2025,10:18:00,"221,10","382,96","113,10","22569,75","0,90","10766,39","25006,17","59,71","0,05","13654239,90","13654,24"
31/05/2025,10:21:00,"223,73","387,52","112,07","22543,49","0,90","10975,33","25073,23","60,11","0,05","13655367,07","13655,37"
31/05/2025,10:24:00,"220,48","381,89","125,87","24018,70","0,87","13904,69","27753,17","60,03","0,05","13656568,01","13656,57"
31/05/2025,10:27:00,"223,52","387,14","111,60","22176,86","0,89","11420,86","24944,92","59,81","0,05","13657676,85","13657,68"
31/05/2025,10:30:00,"224,57","388,97","121,26","23501,16","0,86","13758,16","27232,17","59,96","0,05","13658851,91","13658,85"
31/05/2025,10:33:00,"223,14","386,49","136,49","28638,27","0,94","10363,04","30455,59","60,10","0,05","13660283,82","13660,28"
31/05/2025,10:36:00,"222,15","384,77","123,31","25520,90","0,93","9949,66","27391,82","59,94","0,05","13661559,87","13661,56"
31/05/2025,10:39:00,"222,58","385,52","143,17","30406,83","0,95","9534,93","31866,76","60,09","0,05","13663080,21","13663,08"
31/05/2025,10:42:00,"222,36","385,14","109,12","21423,64","0,88","11392,40","24264,36","60,16","0,05","13664151,39","13664,15"
31/05/2025,10:45:00,"221,75","384,09","115,08","24089,39","0,94","8423,42","25519,65","60,02","0,05","13665355,86","13665,36"
31/05/2025,10:48:00,"222,16","384,80","129,36","25967,27","0,90","12312,21","28738,30","60,13","0,05","13666654,22","13666,65"
31/05/2025,10:51:00,"221,74","384,07","103,76","21569,48","0,94","8007,08","23007,73","60,07","0,05","13667732,70","13667,73"
31/05/2025,10:54:00,"223,61","387,31","134,62","26274,19","0,87","14690,62","30102,28","60,03","0,05","13669046,41","13669,05"
31/05/2025,10:57:00,"224,39","388,65","153,08","30465,07","0,89","15864,92","34348,45","59,92","0,05","13670569,66","13670,57"
31/05/2025,11:00:00,"221,88","384,30","155,77","29670,00","0,86","17727,99","34562,85","60,16","0,05","13672053,16","13672,05"
31/05/2025,11:03:00,"222,46","385,31","113,00","22652,16","0,90","10900,28","25138,35","59,99","0,05","13673185,77","13673,19"
31/05/2025,11:06:00,"222,06","384,63","153,68","30442,86","0,89","15425,20","34127,77","59,91","0,05","13674707,91","13674,71"
31/05/2025,11:09:00,"222,89","386,05","144,29","29555,25","0,92","12678,01","32159,68","60,04","0,05","13676185,68","13676,19"
31/05/2025,11:12:00,"223,19","386,58","101,69","20719,06","0,91","9264,10","22695,89","60,11","0,05","13677221,63","13677,22"
31/05/2025,11:15:00,"223,59","387,26","144,92","28855,74","0,89","14737,34","32401,29","59,89","0,05","13678664,42","13678,66"
31/05/2025,11:18:00,"221,69","383,98","162,50","30897,79","0,86","18524,37","36025,35","60,07","0,05","13680209,30","13680,21"
31/05/2025,11:21:00,"223,40","386,94","153,86","30408,95","0,88","16023,11","34372,14","60,08","0,05","13681729,75","13681,73"
31/05/2025,11:24:00,"224,14","388,22","120,07","24647,37","0,92","10805,28","26911,83","60,06","0,05","13682962,12","13682,96"
31/05/2025,11:27:00,"222,75","385,82","154,91","30410,11","0,88","16306,55","34506,21","60,01","0,05","13684482,63","13684,48"
31/05/2025,11:30:00,"221,66","383,92","107,81","21840,00","0,91","9696,84","23895,91","60,06","0,05","13685574,63","13685,57"
31/05/2025,11:33:00,"223,54","387,18","139,78","28643,22","0,92","12488,21","31247,23","60,13","0,05","13687006,79","13687,01"
31/05/2025,11:36:00,"223,32","386,79","113,24","22986,89","0,91","10539,99","25288,11","60,02","0,05","13688156,13","13688,16"
31/05/2025,11:39:00,"223,27","386,71","149,51","30387,21","0,91","13816,72","33380,90","60,03","0,05","13689675,49","13689,68"
31/05/2025,11:42:00,"221,88","384,31","126,12","24032,10","0,86","14337,68","27984,12","59,91","0,05","13690877,10","13690,88"
31/05/2025,11:45:00,"223,02","386,28","147,99","29655,81","0,90","14486,71","33005,03","60,10","0,05","13692359,89","13692,36"
31/05/2025,11:48:00,"223,01","386,27","102,57","21588,93","0,94","7562,43","22875,15","60,08","0,05","13693439,33","13693,44"
31/05/2025,11:51:00,"223,44","387,01","145,21","28042,08","0,86","16321,74","32446,22","60,09","0,05","13694841,44","13694,84"
31/05/2025,11:54:00,"221,23","383,17","132,40","26694,02","0,91","12053,90","29289,37","60,12","0,05","13696176,14","13696,18"
31/05/2025,11:57:00,"223,20","386,60","137,05","26620,55","0,87","15070,33","30590,33","59,97","0,05","13697507,17","13697,51"
31/05/2025,12:00:00,"222,51","385,40","109,28","20819,84","0,86","12560,03","24315,02","59,96","0,05","13698548,16","13698,55"
31/05/2025,12:03:00,"221,76","384,10","125,07","25072,38","0,90","11856,56","27734,49","60,22","0,05","13699801,78","13699,80"
31/05/2025,12:06:00,"221,02","382,81","130,40","27318,41","0,95","9182,70","28820,43","59,86","0,05","13701167,70","13701,17"
31/05/2025,12:09:00,"223,14","386,49","142,27","28501,89","0,90","13981,56","31746,52","59,98","0,05","13702592,79","13702,59"
31/05/2025,12:12:00,"223,75","387,54","145,53","27421,79","0,84","17561,35","32563,10","60,07","0,05","13703963,88","13703,96"
31/05/2025,12:15:00,"222,20","384,87","138,60","25989,97","0,84","16521,98","30796,99","60,02","0,05","13705263,38","13705,26"
31/05/2025,12:18:00,"221,90","384,34","141,25","27438,58","0,88","15152,45","31344,42","59,98","0,05","13706635,31","13706,64"
31/05/2025,12:21:00,"222,40","385,21","126,99","26421,02","0,94","9977,45","28242,17","60,07","0,05","13707956,36","13707,96"
31/05/2025,12:24:00,"224,51","388,87","156,46","30656,82","0,87","17147,36","35126,52","60,04","0,05","13709489,20","13709,49"
31/05/2025,12:27:00,"222,78","385,87","104,50","20312,79","0,87","11373,48","23280,15","60,17","0,05","13710504,84","13710,50"
31/05/2025,12:30:00,"222,00","384,51","142,22","28284,34","0,90","14027,75","31571,85","60,06","0,05","13711919,06","13711,92"
31/05/2025,12:33:00,"222,34","385,10","129,57","24869,47","0,86","14538,62","28807,32","60,07","0,05","13713162,53","13713,16"
31/05/2025,12:36:00,"223,07","386,36","134,49","27344,11","0,91","12340,03","29999,61","60,15","0,05","13714529,74","13714,53"
31/05/2025,12:39:00,"223,12","386,46","102,63","20464,90","0,89","10272,62","22898,44","60,10","0,05","13715552,98","13715,55"
31/05/2025,12:42:00,"221,63","383,87","113,40","22079,33","0,88","12005,13","25132,05","59,90","0,05","13716656,95","13716,66"
31/05/2025,12:45:00,"222,14","384,76","135,83","27273,67","0,90","12906,24","30173,24","60,09","0,05","13718020,63","13718,02"
31/05/2025,12:48:00,"221,55","383,73","102,09","20096,70","0,89","10376,92","22617,64","59,96","0,05","13719025,47","13719,03"
31/05/2025,12:51:00,"221,46","383,59","109,86","21045,34","0,87","12206,66","24329,18","59,88","0,05","13720077,73","13720,08"
31/05/2025,12:54:00,"224,18","388,30","112,14","21696,05","0,86","12700,15","25139,86","59,94","0,05","13721162,54","13721,16"
31/05/2025,12:57:00,"223,31","386,79","115,79","23026,21","0,89","11765,21","25857,81","60,03","0,05","13722313,85","13722,31"
31/05/2025,13:00:00,"221,84","384,23","144,50","26867,48","0,84","17481,93","32054,32","59,85","0,05","13723657,22","13723,66"
31/05/2025,13:03:00,"223,08","386,38","131,08","26341,12","0,90","12693,88","29240,20","59,88","0,05","13724974,28","13724,97"
31/05/2025,13:06:00,"223,94","387,88","143,24","28701,39","0,89","14323,59","32077,02","59,89","0,05","13726409,35","13726,41"
31/05/2025,13:09:00,"222,66","385,66","118,53","23589,05","0,89","11836,50","26392,16","59,94","0,05","13727588,80","13727,59"
31/05/2025,13:12:00,"221,98","384,48","108,31","21323,71","0,89","11104,38","24041,80","60,06","0,05","13728654,98","13728,65"
31/05/2025,13:15:00,"222,67","385,67","111,14","22255,26","0,90","10822,34","24747,11","59,85","0,05","13729767,75","13729,77"
31/05/2025,13:18:00,"221,82","384,20","124,97","25886,41","0,93","9919,45","27721,86","60,09","0,05","13731062,07","13731,06"
31/05/2025,13:21:00,"223,00","386,25","139,32","26189,74","0,84","16716,16","31069,80","59,64","0,05","13732371,55","13732,37"
31/05/2025,13:24:00,"223,38","386,91","148,76","29028,85","0,87","16174,53","33230,85","59,72","0,05","13733823,00","13733,82"
31/05/2025,13:27:00,"224,89","389,52","132,01","27357,92","0,92","11527,35","29687,30","60,14","0,05","13735190,89","13735,19"
31/05/2025,13:30:00,"223,24","386,66","148,90","29478,77","0,89","15362,26","33241,50","59,98","0,05","13736664,83","13736,66"
31/05/2025,13:33:00,"223,00","386,25","145,45","30111,68","0,93","12054,91","32435,07","60,06","0,05","13738170,42","13738,17"
31/05/2025,13:36:00,"223,09","386,40","130,83","26513,85","0,91","12199,43","29185,79","60,05","0,05","13739496,11","13739,50"
31/05/2025,13:39:00,"222,30","385,03","136,81","27074,40","0,89","13854,12","30413,15","59,97","0,05","13740849,83","13740,85"
31/05/2025,13:42:00,"221,48","383,61","100,84","20691,40","0,93","8405,22","22333,42","60,06","0,05","13741884,40","13741,88"
31/05/2025,13:45:00,"222,95","386,17","124,50","23833,45","0,86","14228,82","27757,75","59,90","0,05","13743076,07","13743,08"
31/05/2025,13:48:00,"223,19","386,57","113,70","23553,36","0,93","9444,56","25376,38","60,06","0,05","13744253,74","13744,25"
31/05/2025,13:51:00,"222,57","385,51","146,00","28368,68","0,87","15847,39","32494,95","60,09","0,05","13745672,17","13745,67"
31/05/2025,13:54:00,"221,17","383,08","123,39","24335,82","0,89","12349,53","27289,98","59,98","0,05","13746888,96","13746,89"
31/05/2025,13:57:00,"221,23","383,19","122,86","24412,08","0,90","11954,26","27181,87","60,09","0,05","13748109,57","13748,11"
31/05/2025,14:00:00,"221,69","383,97","133,58","25723,28","0,87","14669,65","29612,26","60,00","0,05","13749395,73","13749,40"
31/05/2025,14:03:00,"221,90","384,35","136,14","27334,34","0,90","12863,30","30209,77","60,03","0,05","13750762,45","13750,76"
31/05/2025,14:06:00,"222,62","385,60","141,34","27376,25","0,87","15510,05","31464,59","60,04","0,05","13752131,26","13752,13"
31/05/2025,14:09:00,"221,67","383,94","118,95","24739,48","0,94","9120,64","26367,18","59,90","0,05","13753368,24","13753,37"
31/05/2025,14:12:00,"222,95","386,17","140,69","27250,40","0,87","15534,20","31367,11","59,81","0,05","13754730,76","13754,73"
31/05/2025,14:15:00,"223,10","386,43","120,74","25858,59","0,96","7547,98","26937,68","60,05","0,05","13756023,68","13756,02"
31/05/2025,14:18:00,"222,06","384,63","118,42","23033,17","0,88","12687,06","26296,16","59,97","0,05","13757175,34","13757,18"
31/05/2025,14:21:00,"220,43","381,80","110,88","22329,10","0,91","9941,35","24442,16","59,81","0,05","13758291,80","13758,29"
31/05/2025,14:24:00,"225,39","390,38","157,68","30000,12","0,84","19053,78","35539,47","59,94","0,05","13759791,80","13759,79"
31/05/2025,14:27:00,"222,93","386,13","109,90","21950,99","0,90","10882,40","24500,46","60,02","0,05","13760889,35","13760,89"
31/05/2025,14:30:00,"220,45","381,84","110,88","21232,91","0,87","12112,61","24444,88","60,06","0,05","13761951,00","13761,95"
31/05/2025,14:33:00,"220,97","382,74","126,09","26082,51","0,94","9802,18","27863,60","60,14","0,05","13763255,12","13763,26"
31/05/2025,14:36:00,"225,13","389,93","142,22","28477,92","0,89","14633,44","32017,64","60,02","0,05","13764679,02","13764,68"
31/05/2025,14:39:00,"222,72","385,76","110,54","22764,16","0,92","9376,24","24619,52","60,11","0,05","13765817,23","13765,82"
31/05/2025,14:42:00,"222,45","385,29","143,86","29056,90","0,91","13405,86","32000,32","59,94","0,05","13767270,07","13767,27"
31/05/2025,14:45:00,"222,75","385,81","117,41","23520,81","0,90","11433,05","26152,30","59,96","0,05","13768446,11","13768,45"
31/05/2025,14:48:00,"222,58","385,52","132,17","25088,29","0,85","15361,89","29417,85","60,06","0,05","13769700,53","13769,70"
31/05/2025,14:51:00,"222,23","384,92","139,22","28581,12","0,92","11845,84","30938,72","60,01","0,05","13771129,58","13771,13"
31/05/2025,14:54:00,"223,19","386,58","103,43","20752,07","0,90","10113,88","23085,47","59,89","0,05","13772167,19","13772,17"
31/05/2025,14:57:00,"223,27","386,71","124,79","25316,59","0,91","11631,44","27860,73","59,94","0,05","13773433,02","13773,43"
31/05/2025,15:00:00,"222,50","385,38","156,73","30012,03","0,86","17755,96","34871,13","59,89","0,05","13774933,62","13774,93"
31/05/2025,15:03:00,"221,79","384,16","100,43","21382,27","0,96","6244,84","22275,54","60,13","0,05","13776002,73","13776,00"
31/05/2025,15:06:00,"221,97","384,47","150,49","29719,28","0,89","15251,80","33404,39","60,02","0,05","13777488,70","13777,49"
31/05/2025,15:09:00,"224,14","388,22","104,57","20935,56","0,89","10539,52","23438,83","60,06","0,05","13778535,47","13778,54"
31/05/2025,15:12:00,"221,74","384,07","142,20","27626,15","0,88","15200,42","31531,84","59,99","0,05","13779916,78","13779,92"
31/05/2025,15:15:00,"224,23","388,38","109,25","21993,33","0,90","10791,36","24498,16","60,09","0,05","13781016,45","13781,02"
31/05/2025,15:18:00,"219,68","380,50","137,03","28649,27","0,95","9244,58","30103,87","59,90","0,05","13782448,91","13782,45"
31/05/2025,15:21:00,"222,93","386,13","156,17","30536,92","0,88","16719,41","34814,40","59,78","0,05","13783975,76","13783,98"
31/05/2025,15:24:00,"222,52","385,42","141,55","27366,18","0,87","15595,58","31498,10","60,03","0,05","13785344,07","13785,34"
31/05/2025,15:27:00,"219,25","379,75","113,91","23542,59","0,94","8337,28","24975,26","60,06","0,05","13786521,20","13786,52"
31/05/2025,15:30:00,"221,95","384,44","104,90","21423,30","0,92","9117,82","23282,88","60,11","0,05","13787592,36","13787,59"
31/05/2025,15:33:00,"221,53","383,70","146,25","27931,08","0,86","16417,67","32398,84","60,03","0,05","13788988,92","13788,99"
31/05/2025,15:36:00,"221,90","384,35","137,53","27080,73","0,89","14071,47","30518,39","60,00","0,05","13790342,95","13790,34"
31/05/2025,15:39:00,"222,79","385,89","97,67","20137,73","0,93","8246,31","21760,74","60,08","0,05","13791349,84","13791,35"
31/05/2025,15:42:00,"222,63","385,60","152,86","30375,12","0,89","15346,04","34031,58","59,86","0,05","13792868,60","13792,87"
31/05/2025,15:45:00,"222,79","385,88","149,96","30511,70","0,91","13612,08","33410,36","59,92","0,05","13794394,18","13794,39"
31/05/2025,15:48:00,"222,86","386,01","138,01","26593,59","0,86","15452,02","30756,85","60,15","0,05","13795723,86","13795,72"
31/05/2025,15:51:00,"220,94","382,69","110,58","22876,90","0,94","8579,59","24432,81","59,96","0,05","13796867,70","13796,87"
31/05/2025,15:54:00,"223,54","387,18","106,40","21276,03","0,89","10633,39","23785,26","59,87","0,05","13797931,51","13797,93"
31/05/2025,15:57:00,"224,01","388,00","157,87","29848,98","0,84","18965,64","35364,63","59,77","0,05","13799423,95","13799,42"
31/05/2025,16:00:00,"222,44","385,27","131,91","25521,52","0,87","14475,01","29340,66","59,80","0,05","13800700,03","13800,70"
31/05/2025,16:03:00,"221,12","383,00","104,56","21934,31","0,95","7313,61","23121,48","59,94","0,05","13801796,75","13801,80"
31/05/2025,16:06:00,"221,45","383,57","130,05","26038,61","0,90","12307,18","28800,62","60,12","0,05","13803098,68","13803,10"
31/05/2025,16:09:00,"222,32","385,06","118,87","23017,21","0,87","12984,53","26427,07","59,89","0,05","13804249,54","13804,25"
31/05/2025,16:12:00,"223,52","387,15","138,52","29213,25","0,94","10258,08","30961,95","60,09","0,05","13805710,20","13805,71"
31/05/2025,16:15:00,"222,72","385,76","133,29","24912,41","0,84","16144,83","29686,42","60,02","0,05","13806955,82","13806,96"
31/05/2025,16:18:00,"222,63","385,60","147,55","29834,28","0,91","13747,42","32849,29","60,12","0,05","13808447,53","13808,45"
31/05/2025,16:21:00,"222,38","385,17","127,85","26062,94","0,92","11359,36","28430,83","60,09","0,05","13809750,68","13809,75"
31/05/2025,16:24:00,"223,40","386,95","116,09","24572,32","0,95","8296,97","25935,28","59,98","0,05","13810979,30","13810,98"
31/05/2025,16:27:00,"221,69","383,99","111,08","21395,89","0,87","12191,24","24625,40","60,06","0,05","13812049,09","13812,05"
31/05/2025,16:30:00,"223,01","386,27","132,50","27635,67","0,94","10458,09","29548,30","60,06","0,05","13813430,88","13813,43"
31/05/2025,16:33:00,"221,10","382,96","126,67","24143,13","0,86","14196,42","28007,66","59,93","0,05","13814638,03","13814,64"
